"ID_VOTACAO";"POLITICO";"PARTIDO";"VOTO"
"5347";"Cristovam Buarque";"PDT";"NAO VOTOU"
"5347";"Garibaldi Alves Filho";"PMDB";"NAO"
"5347";"Flexa Ribeiro";"PSDB";"NAO"
"5347";"Fernando Collor";"PTB";"NAO VOTOU"
"5347";"Gladson Cameli";"PP";"SIM"
"5347";"Sergio Petecao";"PSD";"SIM"
"5347";"Angela Portela";"PT";"SIM"
"5347";"Eduardo Amorim";"PSC";"SIM"
"5347";"Zeze Perrella";"PDT";"NAO VOTOU"
"5347";"Ataides Oliveira";"PSDB";"NAO"
"5347";"Marta Suplicy";"PT";"SIM"
"5347";"Luiz Henrique";"PMDB";"NAO VOTOU"
"5347";"Ivo Cassol";"PP";"NAO"
"5347";"Gleisi Hoffmann";"PT";"SIM"
"5347";"Humberto Costa";"PT";"SIM"
"5347";"Randolfe Rodrigues";"PSOL";"SIM"
"5347";"Sandra Braga";"PMDB";"NAO"
"5347";"Jorge Viana";"PT";"NAO VOTOU"
"5347";"Cassio Cunha Lima";"PSDB";"NAO"
"5347";"Acir Gurgacz";"PDT";"NAO"
"5347";"Ana Amelia";"PP";"NAO"
"5347";"Fernando Bezerra Coelho";"PSB";"SIM"
"5347";"Douglas Cintra";"PTB";"NAO"
"5347";"Reguffe";"PDT";"SIM"
"5347";"Otto Alencar";"PSD";"SIM"
"5347";"Omar Aziz";"PSD";"SIM"
"5347";"Simone Tebet";"PMDB";"NAO"
"5347";"Antonio Anastasia";"PSDB";"NAO"
"5347";"Elmano Ferrer";"PTB";"NAO"
"5347";"Lasier Martins";"PDT";"NAO VOTOU"
"5347";"Telmario Mota";"PDT";"SIM"
"5347";"Wilder Morais";"DEM";"NAO"
"5347";"Donizeti Nogueira";"PT";"SIM"
"5347";"Wellington Fagundes";"PR";"NAO"
"5347";"Helio Jose";"PSD";"SIM"
"5347";"Jose Medeiros";"PPS";"NAO"
"5347";"Fatima Bezerra";"PT";"SIM"
"5347";"Davi Alcolumbre";"DEM";"SIM"
"5347";"Lidice da Mata";"PSB";"SIM"
"5347";"Regina Sousa";"PT";"SIM"
"5347";"Romario";"PSB";"SIM"
"5347";"Dario Berger";"PMDB";"SIM"
"5348";"Jose Agripino";"DEM";"NAO"
"5348";"Edison Lobao";"PMDB";"NAO VOTOU"
"5348";"Renan Calheiros";"PMDB";"PRESIDENTE"
"5348";"Jader Barbalho";"PMDB";"NAO"
"5348";"Paulo Paim";"PT";"SIM"
